Vehicle_Reference_df_res,Vehicle_Type,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Hit_Object_in_Carriageway,Hit_Object_off_Carriageway,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Number_of_Vehicles,Number_of_Casualties,Local_Authority_(District),1st_Road_Number,2nd_Road_Number,Vehicle_Reference_df,Casualty_Reference,Age_of_Casualty,Age_Band_of_Casualty,Pedestrian_Location,Pedestrian_Movement,Casualty_Type,Casualty_IMD_Decile,label
2,9,4,0,0,0,43,7,1910.0,2,10,434659.0,385742.0,-1.480597,53.367415,14,2,4,215.0,0.0,0.0,1,3,5,1,0,0,9,2,1
2,9,18,0,0,2,30,6,1364.0,1,8,522360.0,187580.0,-0.235741,51.573818,1,2,3,30.0,5.0,5.0,2,1,30,6,0,0,9,1,0
3,9,18,0,0,0,20,4,1339.0,1,6,506211.0,207461.0,-0.462638,51.755778,41,3,4,431.0,129.0,0.0,1,1,48,8,0,0,9,9,0
2,9,18,0,0,0,70,10,998.0,1,9,529189.0,407720.0,-0.051516,53.550223,16,3,1,233.0,1031.0,0.0,2,1,70,10,0,0,9,8,1
2,9,3,0,0,0,38,7,1598.0,1,2,523180.0,271690.0,-0.193795,52.329483,35,2,1,393.0,1514.0,0.0,2,2,38,7,0,0,9,9,1
2,9,8,0,0,0,46,8,2993.0,2,10,418124.0,556951.0,-1.718864,54.90695,11,2,3,169.0,6310.0,692.0,2,2,7,2,0,0,9,9,1
3,9,4,0,0,0,53,8,1796.0,1,2,427198.0,574548.0,-1.575684,55.064666,10,3,2,139.0,19.0,0.0,3,2,53,8,0,0,9,5,1
1,19,18,0,0,0,35,6,1995.0,2,3,446251.0,346894.0,-1.312011,53.01735600000001,31,3,1,342.0,608.0,0.0,3,1,29,6,0,0,9,10,0
1,2,4,0,0,0,22,5,49.0,1,10,455119.0,430780.0,-1.165214,53.770454,12,1,1,187.0,63.0,1047.0,1,1,22,5,0,0,2,9,1
2,11,18,0,0,0,29,6,7300.0,2,12,521410.0,183680.0,-0.250788,51.538973,1,2,1,28.0,404.0,0.0,1,1,40,7,0,0,9,3,0
1,9,18,0,0,0,62,9,1596.0,1,14,554450.0,193910.0,0.229764,51.62282,1,2,1,15.0,0.0,0.0,2,1,24,5,0,0,5,3,1
1,9,18,0,0,0,61,9,998.0,1,3,548940.0,187080.0,0.147333,51.562936,1,1,1,16.0,0.0,0.0,1,1,8,2,5,4,0,2,0
1,9,9,0,0,4,37,7,2199.0,2,3,387335.0,158048.0,-2.18313,51.321393,54,2,1,635.0,0.0,0.0,1,1,37,7,0,0,9,9,0
2,9,18,0,0,0,21,5,2521.0,1,9,427072.0,421935.0,-1.591496,53.693164,13,2,1,206.0,638.0,0.0,1,1,5,1,0,0,9,7,0
1,9,18,0,0,1,43,7,1587.0,1,19,265782.0,100383.0,-3.90546,50.787437,50,1,3,589.0,3072.0,3072.0,1,2,8,2,0,0,9,4,1
1,9,4,0,0,0,43,7,1242.0,1,9,403960.0,267630.0,-1.943342,52.306773,22,1,1,274.0,0.0,0.0,1,1,42,7,5,3,0,2,0
1,9,11,0,0,0,20,4,1240.0,1,7,396060.0,269370.0,-2.059229,52.322414,22,2,1,270.0,38.0,0.0,1,1,20,4,0,0,9,8,1
4,9,4,0,0,0,22,5,1200.0,1,1,420840.0,297015.0,-1.69395,52.570563,23,5,2,290.0,42.0,0.0,4,2,22,5,0,0,9,3,1
1,9,16,0,0,4,43,7,1984.0,1,4,392580.0,243200.0,-2.109704,52.0871,22,1,1,277.0,4080.0,0.0,1,1,43,7,0,0,9,6,1
1,9,18,0,0,10,27,6,2688.0,2,14,432320.0,389003.0,-1.515414,53.396873,14,3,3,215.0,6076.0,0.0,2,3,18,4,0,0,9,4,0
1,9,9,0,0,0,37,7,1995.0,2,11,248805.0,54659.0,-4.1275330000000015,50.37235,50,2,2,583.0,3238.0,0.0,2,2,30,6,0,0,5,9,1
1,9,18,0,0,0,23,5,1796.0,1,11,556075.0,368815.0,0.334761,53.193519,32,2,2,351.0,550.0,52.0,2,1,28,6,0,0,9,1,0
1,9,16,0,0,10,47,8,1248.0,1,1,488027.0,233498.0,-0.719376,51.99296500000001,43,1,1,479.0,162.0,0.0,1,1,47,8,0,0,9,3,1
2,9,18,0,0,0,28,6,1560.0,2,1,430158.0,455067.0,-1.541524,53.990773,12,2,2,182.0,61.0,61.0,2,2,28,6,0,0,9,5,1
1,9,9,0,0,0,51,8,1598.0,1,10,359785.0,173511.0,-2.580219,51.459137,52,1,1,601.0,0.0,0.0,1,1,57,9,5,3,0,8,1
1,9,9,0,0,0,22,5,1461.0,2,5,512330.0,178280.0,-0.383373,51.492316,1,2,3,25.0,0.0,0.0,2,3,27,6,0,0,9,3,1
1,9,9,0,0,0,47,8,1995.0,2,8,390449.0,219407.0,-2.140135,51.873151,53,2,1,625.0,219.0,220.0,2,1,23,5,0,0,9,10,1
1,9,4,0,0,0,22,5,1248.0,2,3,514596.0,208121.0,-0.340993,51.76005900000001,41,3,3,434.0,531.0,414.0,2,2,20,4,0,0,9,6,0
1,9,18,0,0,0,41,7,1910.0,2,7,425249.0,563893.0,-1.607136,54.969024,10,6,1,147.0,167.0,0.0,4,1,45,7,0,0,9,7,0
5,9,18,0,0,0,23,5,1242.0,1,16,516341.0,256185.0,-0.299444,52.191641,40,6,5,420.0,1.0,0.0,4,2,52,8,0,0,9,8,1
1,9,18,0,0,0,22,5,1198.0,1,2,485209.0,238483.0,-0.7591680000000001,52.038212,43,2,1,479.0,8206.0,1098.0,1,1,22,5,0,0,9,7,1
1,9,17,0,0,4,48,8,1998.0,1,1,543890.0,250390.0,0.100855,52.133083,35,1,1,395.0,1368.0,0.0,1,1,48,8,0,0,9,8,0
3,9,17,0,0,0,32,6,1997.0,2,9,562642.0,319595.0,0.408256,52.7495,36,3,1,407.0,1144.0,0.0,1,1,19,4,0,0,3,9,0
2,9,18,0,0,0,47,8,1753.0,2,8,435634.0,419120.0,-1.462161,53.667351,13,2,1,206.0,638.0,0.0,1,1,19,4,0,0,9,2,0
2,9,3,0,0,0,43,7,1598.0,1,3,373150.0,316450.0,-2.399176,52.745,22,2,3,284.0,518.0,0.0,2,3,7,2,0,0,9,8,1
2,9,3,0,0,0,39,7,1360.0,1,8,520270.0,195680.0,-0.263108,51.647063,41,2,2,33.0,85.0,0.0,2,2,8,2,0,0,9,6,1
1,3,18,0,10,0,17,4,125.0,1,1,426594.0,570026.0,-1.58556,55.024065,10,1,1,148.0,188.0,0.0,1,1,17,4,0,0,3,2,0
1,9,3,0,0,0,44,7,1560.0,2,1,434429.0,387378.0,-1.483875,53.38213399999999,14,2,1,215.0,61.0,6539.0,1,1,44,7,0,0,9,3,1
1,9,18,0,0,0,73,10,1794.0,1,13,385510.0,390470.0,-2.219447,53.410839,6,2,3,102.0,34.0,5145.0,1,3,71,10,0,0,9,6,0
1,19,18,9,0,0,44,7,1560.0,2,8,505933.0,224010.0,-0.461604,51.904568,40,3,2,421.0,0.0,0.0,3,2,15,3,0,0,1,3,0
3,9,2,0,0,0,30,6,1229.0,1,2,385120.0,403230.0,-2.225923,53.52551999999999,6,3,2,102.0,0.0,0.0,2,2,8,2,0,0,9,1,1
2,9,4,0,0,0,40,7,2993.0,2,3,414102.0,434439.0,-1.787347,53.80605799999999,13,2,1,200.0,0.0,0.0,1,1,22,5,10,1,0,1,0
2,9,9,0,0,0,51,8,998.0,1,5,400747.0,341334.0,-1.990325,52.969364,21,3,2,256.0,522.0,193.0,2,2,51,8,0,0,9,8,0
1,9,16,0,0,1,46,8,1999.0,1,13,458519.0,414379.0,-1.116727,53.622688,14,1,1,211.0,0.0,0.0,1,1,46,8,0,0,9,5,0
1,9,9,0,0,0,47,8,1596.0,1,8,582510.0,186553.0,0.630868,51.548348,42,2,4,460.0,13.0,0.0,1,4,21,5,0,0,9,4,1
2,9,18,0,0,0,28,6,1086.0,1,7,474164.0,320138.0,-0.902088,52.773748,33,3,2,365.0,7432.0,7435.0,1,1,41,7,0,0,9,4,1
2,3,13,0,0,0,32,6,125.0,1,3,538370.0,179120.0,-0.00818,51.494098,1,2,1,5.0,1206.0,0.0,2,1,32,6,0,0,3,1,0
2,9,3,0,0,0,34,6,1368.0,1,9,503529.0,178239.0,-0.510107,51.493626,43,2,3,473.0,4.0,0.0,2,2,28,6,0,0,9,5,0
1,9,18,0,0,0,22,5,998.0,1,9,437824.0,556013.0,-1.411755,54.897423,10,2,1,150.0,5186.0,5186.0,2,1,33,6,0,0,9,2,1
1,3,15,0,0,0,25,5,125.0,1,5,510250.0,174840.0,-0.414393,51.461807,1,2,1,25.0,312.0,0.0,1,1,25,5,0,0,3,3,0
1,9,17,0,0,4,39,7,1390.0,1,15,203313.0,61504.0,-4.770147,50.420383,50,1,1,596.0,391.0,0.0,1,1,39,7,0,0,9,6,1
1,9,17,0,0,0,61,9,1299.0,1,13,489962.0,196050.0,-0.70092,51.656049,43,2,3,480.0,404.0,0.0,1,3,61,9,0,0,9,5,0
2,9,4,0,0,0,58,9,1587.0,1,8,531650.0,184730.0,-0.102829,51.546115,1,2,1,3.0,1.0,1201.0,2,1,58,9,0,0,9,3,1
1,9,18,0,0,0,18,4,2231.0,2,7,361171.0,175198.0,-2.560457,51.47440200000001,52,1,2,601.0,4469.0,32.0,1,1,18,4,0,0,9,3,0
1,9,18,0,0,0,63,9,1398.0,1,14,389774.0,221282.0,-2.149995,51.889997,53,2,4,625.0,40.0,0.0,1,1,63,9,0,0,9,10,1
1,9,18,0,0,0,66,10,1395.0,1,1,502455.0,426149.0,-0.4487890000000001,53.721698,16,3,2,231.0,0.0,0.0,2,2,66,10,0,0,9,6,1
2,9,3,0,0,0,32,6,1998.0,1,12,471802.0,104786.0,-0.981667,50.838158,44,2,2,495.0,3023.0,0.0,1,1,42,7,0,0,9,8,0
2,9,3,0,0,0,41,7,1199.0,1,11,456200.0,337271.0,-1.16539,52.929912,31,3,1,346.0,453.0,0.0,2,1,41,7,0,0,9,1,0
1,2,18,0,0,0,16,4,49.0,1,7,583106.0,189609.0,0.641045,51.575604,42,2,1,460.0,0.0,0.0,1,1,16,4,0,0,2,8,0
1,9,18,0,0,0,24,5,1199.0,2,2,218023.0,76420.0,-4.570568,50.559132,50,2,2,596.0,30.0,0.0,2,2,27,6,0,0,9,4,0
1,9,18,0,0,0,23,5,998.0,1,11,487638.0,278755.0,-0.713348,52.39980300000001,34,2,1,383.0,7003.0,7018.0,1,1,23,5,0,0,9,8,1
1,9,3,0,0,0,37,7,1598.0,1,10,507630.0,184800.0,-0.449055,51.551832,1,2,4,26.0,437.0,437.0,1,2,26,6,0,0,9,4,1
2,9,9,0,0,0,48,8,1461.0,2,9,352866.0,313735.0,-2.699239,52.719203,22,2,1,286.0,0.0,0.0,1,1,19,4,0,0,3,4,1
1,9,9,0,4,0,79,11,1339.0,1,1,502704.0,307176.0,-0.483217,52.652599,32,4,2,355.0,1081.0,0.0,1,1,49,8,6,9,0,4,1
1,3,4,0,0,0,23,5,124.0,1,2,455628.0,305826.0,-1.179233,52.647326,33,3,1,364.0,563.0,0.0,1,1,23,5,0,0,3,6,0
1,9,18,0,0,0,25,5,1596.0,1,10,533410.0,168280.0,-0.0836669999999999,51.397875,1,2,2,20.0,0.0,0.0,2,2,32,6,0,0,9,2,0
2,9,12,0,0,0,25,5,1229.0,1,10,382260.0,389540.0,-2.268285,53.40238000000001,6,2,1,102.0,5103.0,0.0,2,1,25,5,0,0,9,4,1
1,9,18,0,0,0,21,5,3226.0,2,15,291474.0,90540.0,-3.538233,50.704339,50,2,2,581.0,377.0,0.0,1,1,21,5,0,0,9,9,1
3,9,3,0,0,0,48,8,2435.0,1,8,391722.0,233112.0,-2.121979,51.99639000000001,53,3,1,625.0,46.0,438.0,2,1,43,7,0,0,9,10,1
2,9,9,0,0,0,58,9,1560.0,2,3,425001.0,564771.0,-1.610934,54.976926,10,2,1,147.0,1309.0,1132.0,1,1,41,7,0,0,9,3,0
1,9,18,0,0,0,55,8,2099.0,1,12,432376.0,433723.0,-1.509945,53.79881,13,5,3,204.0,0.0,0.0,2,1,6,2,0,0,9,1,0
2,9,18,0,0,0,45,7,1679.0,1,14,346330.0,462760.0,-2.821386,54.05798100000001,4,2,3,76.0,589.0,0.0,2,1,45,7,0,0,9,3,1
1,9,18,0,0,0,21,5,998.0,1,5,353282.0,178878.0,-2.6745240000000003,51.506891,52,3,4,601.0,0.0,0.0,1,1,21,5,0,0,9,3,1
2,9,4,0,0,0,22,5,1399.0,2,3,336122.0,377813.0,-2.959789,53.293409,7,3,3,130.0,550.0,0.0,1,2,67,10,0,0,9,7,1
1,9,6,0,0,0,40,7,1339.0,1,5,443966.0,199656.0,-1.365312,51.69394000000001,43,2,5,483.0,420.0,0.0,1,4,34,6,0,0,9,10,0
1,9,18,0,0,0,61,9,1997.0,2,10,410187.0,141487.0,-1.855667,51.17253400000001,54,2,1,635.0,303.0,0.0,1,1,60,9,0,0,9,9,0
1,98,6,0,0,0,53,8,1870.0,2,11,407759.0,290484.0,-1.887102,52.51219200000001,20,2,2,300.0,4040.0,0.0,2,2,43,7,0,0,9,3,0
2,9,10,0,0,0,60,9,1699.0,1,7,545325.0,393958.0,0.185488,53.422401,32,2,2,351.0,1031.0,0.0,1,1,32,6,0,0,9,1,1
2,9,18,0,0,0,27,6,1242.0,1,4,402190.0,280180.0,-1.969225,52.419608,20,2,1,300.0,4121.0,0.0,2,1,27,6,0,0,9,6,1
2,9,7,0,0,0,57,9,998.0,1,15,441827.0,519094.0,-1.354634,54.565352,17,2,3,245.0,137.0,0.0,1,1,22,5,0,0,9,10,1
3,9,4,0,0,0,35,6,2685.0,2,13,535240.0,172960.0,-0.055594,51.439499,1,3,1,7.0,205.0,0.0,2,1,42,7,0,0,9,3,0
1,9,18,0,0,0,28,6,1896.0,2,13,362570.0,424560.0,-2.56863,53.716103,4,4,2,73.0,65.0,0.0,1,1,28,6,0,0,9,9,0
2,9,18,0,0,0,53,8,1968.0,2,1,385175.0,133803.0,-2.213116,51.103333,54,2,2,635.0,303.0,0.0,2,2,53,8,0,0,9,5,0
1,9,18,0,0,0,36,7,1968.0,2,7,546775.0,205573.0,0.123874,51.729664,42,3,2,456.0,1393.0,0.0,1,1,36,7,0,0,9,9,0
1,9,18,0,0,0,28,6,1399.0,2,4,446440.0,370200.0,-1.305828,53.226821,30,2,1,321.0,312.0,0.0,2,1,39,7,0,0,9,1,1
2,3,18,0,0,0,48,8,124.0,1,4,545650.0,184470.0,0.098823,51.540343,1,2,1,16.0,0.0,0.0,2,1,48,8,0,0,3,5,0
2,9,4,0,0,0,50,8,1560.0,2,2,367450.0,308800.0,-2.482848,52.67591700000001,22,4,3,284.0,5223.0,0.0,2,1,50,8,0,0,9,8,1
2,8,2,0,4,0,37,7,2143.0,2,3,510280.0,176830.0,-0.413341,51.479687,1,4,2,25.0,0.0,0.0,2,2,37,7,0,0,8,1,0
2,3,18,0,0,0,18,4,125.0,1,4,407513.0,279955.0,-1.89096,52.41754,20,2,1,300.0,435.0,0.0,2,1,18,4,0,0,3,2,0
2,9,2,0,0,0,19,4,998.0,1,15,434215.0,391725.0,-1.486622,53.42122,14,3,1,215.0,0.0,0.0,1,1,19,4,0,0,9,3,1
1,3,18,0,0,0,18,4,125.0,1,9,549120.0,186910.0,0.149855,51.561361,1,2,1,16.0,124.0,0.0,1,1,18,4,0,0,3,3,0
1,9,18,0,0,0,78,11,1596.0,1,9,422830.0,219365.0,-1.669803,51.872394,43,5,4,485.0,424.0,0.0,1,1,78,11,0,0,9,7,1
1,9,18,0,0,0,22,5,1796.0,1,15,291822.0,64454.0,-3.525706,50.469899,50,2,3,587.0,0.0,0.0,2,2,25,5,0,0,9,1,0
2,9,2,0,0,0,60,9,1398.0,1,3,537630.0,169250.0,-0.022669,51.405585,1,2,1,19.0,0.0,0.0,1,1,22,5,0,0,9,6,1
1,9,18,0,0,0,83,11,998.0,1,6,444870.0,379750.0,-1.327999,53.312793000000006,30,1,1,327.0,0.0,0.0,1,1,27,6,9,5,0,9,1
2,8,18,0,0,0,29,6,898.0,1,1,460867.0,450717.0,-1.074071,53.948983,12,2,3,189.0,19.0,4810.0,2,3,29,6,0,0,8,9,0
4,9,18,0,0,0,45,7,3950.0,1,15,522270.0,199580.0,-0.232853,51.681681,41,4,4,33.0,1.0,0.0,1,4,9,2,0,0,9,7,0
1,9,4,0,0,0,41,7,1560.0,2,4,487295.0,409453.0,-0.683146,53.574424,16,2,5,232.0,0.0,0.0,2,3,17,4,0,0,9,5,0
1,9,16,0,0,0,32,6,1364.0,1,7,522520.0,168670.0,-0.23999,51.403834,1,2,2,22.0,3.0,298.0,1,1,32,6,0,0,9,7,0
4,9,3,0,0,0,33,6,1910.0,2,6,401003.0,342725.0,-1.986509,52.981867,21,4,1,256.0,522.0,150.0,2,1,26,6,0,0,9,10,1
1,9,18,0,0,0,40,7,1896.0,2,15,438712.0,386845.0,-1.419555,53.377048,14,2,2,215.0,57.0,0.0,1,1,40,7,0,0,9,2,1
1,9,18,0,0,0,77,11,1598.0,1,3,380554.0,310893.0,-2.289169,52.695364,21,2,2,254.0,5.0,0.0,2,1,42,7,0,0,9,3,0
2,9,10,0,0,0,47,8,1560.0,2,2,406110.0,269060.0,-1.911784,52.319609,22,2,2,274.0,0.0,0.0,2,2,47,8,0,0,9,6,1
1,9,18,0,0,0,32,6,1598.0,2,2,448544.0,191138.0,-1.300264,51.616982,43,2,1,483.0,34.0,34.0,1,1,32,6,0,0,9,9,1
2,8,6,0,0,0,40,7,1998.0,2,2,402153.0,93387.0,-1.970853,50.74008900000001,55,2,1,643.0,0.0,0.0,1,1,21,5,0,0,2,3,0
2,9,9,0,0,0,66,10,1868.0,2,16,409430.0,291890.0,-1.862441,52.52480500000001,20,3,1,300.0,4040.0,0.0,1,1,28,6,0,0,5,3,0
2,9,17,0,0,0,32,6,1198.0,1,9,515540.0,187980.0,-0.333976,51.57885,1,2,1,29.0,0.0,0.0,1,1,57,9,0,0,9,3,1
1,11,18,0,0,0,51,8,4250.0,2,4,545240.0,164140.0,0.084578,51.357772,1,2,2,19.0,2158.0,0.0,2,2,46,8,0,0,9,7,0
1,2,18,0,10,0,17,4,49.0,1,4,357040.0,426460.0,-2.652682,53.73275200000001,4,1,2,83.0,0.0,0.0,1,2,17,4,0,0,2,3,0
1,9,18,0,0,0,53,8,1596.0,1,13,458797.0,340492.0,-1.126177,52.958585,31,1,1,346.0,686.0,0.0,1,1,53,8,4,1,0,5,1
1,9,18,0,0,0,56,9,1590.0,1,12,529990.0,192600.0,-0.123843,51.617224,1,1,1,32.0,0.0,1452.0,1,1,15,3,5,1,0,5,1
2,9,18,0,0,0,33,6,1560.0,2,5,514930.0,183150.0,-0.344352,51.535564,1,2,1,27.0,40.0,0.0,1,1,27,6,0,0,9,1,1
2,9,9,0,0,0,46,8,1794.0,1,14,443460.0,363600.0,-1.351358,53.16775,30,2,2,321.0,6039.0,117.0,2,1,34,6,0,0,9,3,0
1,9,9,0,0,0,29,6,2993.0,2,8,519830.0,180230.0,-0.274731,51.508304,1,2,1,27.0,4020.0,4000.0,2,1,74,10,0,0,1,6,0
1,9,18,0,0,0,19,4,1364.0,1,6,427516.0,298186.0,-1.595355,52.580795,23,2,1,290.0,0.0,0.0,2,1,31,6,0,0,9,4,0
2,9,18,0,0,0,53,8,2494.0,2,1,436184.0,388602.0,-1.457353,53.393019,14,2,7,215.0,6080.0,0.0,1,1,31,6,0,0,11,2,0
3,21,3,0,0,0,28,6,6692.0,2,7,529220.0,184240.0,-0.138032,51.542273,1,3,3,2.0,503.0,0.0,1,3,2,1,0,0,9,2,0
1,9,5,0,0,0,52,8,1797.0,8,3,469502.0,236877.0,-0.98844,52.025963,43,2,1,476.0,19.0,788.0,1,1,52,8,0,0,9,5,1
1,9,9,0,0,0,19,4,1339.0,1,10,458824.0,356745.0,-1.122817,53.104665,31,2,2,345.0,6020.0,0.0,2,1,31,6,0,0,9,5,1
3,9,4,0,0,0,69,10,1910.0,2,8,440660.0,355120.0,-1.394312,53.091748,30,3,2,320.0,61.0,0.0,2,2,64,9,0,0,9,7,1
1,19,9,0,0,0,24,5,2151.0,2,12,397580.0,292700.0,-2.037105,52.532161,20,1,2,305.0,0.0,4517.0,1,2,2,1,5,3,0,3,1
1,19,12,0,0,0,29,6,2143.0,2,2,519660.0,295950.0,-0.236741,52.548256,35,2,2,394.0,1139.0,0.0,1,1,29,6,0,0,19,9,0
1,9,18,0,0,0,84,11,1199.0,2,3,433355.0,561003.0,-1.480858,54.94258000000001,10,4,3,149.0,184.0,0.0,1,1,84,11,0,0,9,6,0
1,9,4,0,0,0,28,6,1498.0,1,3,529100.0,157600.0,-0.1494579999999999,51.30289000000001,1,2,1,20.0,23.0,0.0,1,1,24,5,0,0,9,2,0
2,19,2,0,0,0,61,9,2151.0,2,11,446612.0,231519.0,-1.322751,51.980186,43,2,1,481.0,4260.0,0.0,1,1,73,10,0,0,9,9,0
1,9,9,0,0,0,25,5,1598.0,2,3,384870.0,396730.0,-2.229378,53.467089,6,2,2,102.0,34.0,0.0,2,2,28,6,0,0,8,3,0
1,9,5,0,0,0,58,9,1598.0,1,2,434446.0,387358.0,-1.483622,53.381954,14,1,1,215.0,6539.0,61.0,1,1,23,5,1,3,0,9,1
2,9,16,0,0,0,78,11,1108.0,1,11,398770.0,321300.0,-2.019679,52.78927,21,2,2,255.0,513.0,0.0,1,1,28,6,0,0,9,6,1
2,9,18,0,0,0,24,5,1596.0,1,8,510096.0,428410.0,-0.332239,53.74045699999999,16,3,1,228.0,63.0,0.0,1,1,25,5,0,0,5,8,1
1,9,9,0,0,0,73,10,1398.0,1,1,427193.0,433530.0,-1.588648,53.797371,13,1,1,204.0,0.0,0.0,1,1,64,9,5,1,0,1,0
1,9,18,0,0,0,60,9,1995.0,2,12,534300.0,187460.0,-0.063594,51.570024,1,1,1,4.0,107.0,0.0,1,1,13,3,1,3,0,2,0
1,9,9,0,0,0,40,7,1364.0,1,9,415563.0,186686.0,-1.776804,51.578825,54,2,2,633.0,0.0,416.0,1,1,40,7,0,0,9,5,0
26,9,18,0,0,0,62,9,1388.0,1,7,455113.0,220016.0,-1.200828,51.875998,43,37,36,481.0,40.0,0.0,1,20,65,9,0,0,9,8,0
1,9,15,0,0,0,30,6,2143.0,2,2,573526.0,225209.0,0.520679,51.898407,42,2,2,451.0,0.0,0.0,2,2,9,2,0,0,9,2,1
4,9,18,0,0,0,38,7,1197.0,1,4,525800.0,169450.0,-0.192584,51.410127,1,4,1,22.0,24.0,0.0,4,1,38,7,0,0,9,3,0
2,19,2,0,0,0,39,7,1598.0,2,1,520971.0,336178.0,-0.202613,52.909423,32,3,1,354.0,801.0,0.0,1,1,37,7,0,0,3,5,0
2,9,2,0,4,0,24,5,1229.0,1,2,427861.0,435837.0,-1.578299,53.81807,13,3,2,204.0,0.0,0.0,2,2,29,6,0,0,9,8,1
1,9,18,0,0,0,42,7,1560.0,2,1,606539.0,258159.0,1.019729,52.182993,37,2,1,413.0,500.0,1120.0,2,1,32,6,0,0,19,5,1
2,9,3,0,0,0,18,4,999.0,1,1,411519.0,421034.0,-1.827063,53.685637,13,2,1,202.0,629.0,0.0,2,1,18,4,0,0,9,7,1
1,9,18,0,0,0,29,6,1388.0,1,4,505190.0,429918.0,-0.406077,53.755017,16,3,1,228.0,0.0,0.0,1,1,29,6,0,0,9,5,1
2,9,18,0,0,0,25,5,1850.0,1,16,347600.0,462740.0,-2.801984,54.057933,4,2,4,76.0,5321.0,0.0,2,4,27,6,0,0,9,6,0
2,3,3,0,0,0,67,10,125.0,1,3,246613.0,54560.0,-4.158295,50.370893,50,2,1,583.0,0.0,0.0,2,1,67,10,0,0,3,7,0
2,11,18,0,0,0,31,6,11967.0,2,7,329170.0,524430.0,-3.098158,54.61004200000001,3,2,6,60.0,66.0,0.0,2,1,63,9,0,0,11,7,0
23,9,18,0,0,0,54,8,1598.0,2,1,455113.0,220016.0,-1.200828,51.875998,43,37,36,481.0,40.0,0.0,3,24,52,8,0,0,9,5,0
2,9,9,0,0,0,51,8,1461.0,2,2,456908.0,344662.0,-1.153562,52.99627,31,2,1,346.0,0.0,6004.0,2,1,51,8,0,0,9,10,1
1,9,16,0,0,0,69,10,1796.0,1,15,306600.0,532150.0,-3.449962,54.675724,3,2,2,60.0,0.0,0.0,1,1,69,10,0,0,9,1,0
2,9,2,6,0,0,42,7,1348.0,1,15,545310.0,186420.0,0.094729,51.557952,1,2,2,14.0,0.0,0.0,1,2,23,5,0,0,9,8,0
12,9,4,0,0,0,61,9,1997.0,2,3,401820.0,273160.0,-1.974701,52.356499,22,16,5,270.0,42.0,0.0,16,2,42,7,0,0,9,5,0
2,9,18,0,0,0,26,6,1598.0,1,9,386120.0,395280.0,-2.210484,53.45409,6,3,4,102.0,6010.0,0.0,2,4,26,6,0,0,9,2,0
1,9,9,0,0,0,20,4,973.0,1,12,436160.0,276150.0,-1.470177,52.382196,20,2,1,302.0,4110.0,0.0,2,1,24,5,0,0,3,7,0
2,9,18,0,0,11,54,8,1598.0,1,11,539355.0,204000.0,0.015879,51.717422,42,2,2,456.0,0.0,0.0,2,2,54,8,0,0,9,3,1
1,9,16,0,0,10,55,8,1870.0,2,11,340388.0,114929.0,-2.849632,50.930716,52,2,5,610.0,0.0,0.0,1,1,55,8,0,0,9,5,0
2,9,4,0,0,0,31,6,1995.0,2,7,337860.0,410690.0,-2.9402220000000003,53.589091,4,2,1,84.0,0.0,0.0,2,1,31,6,0,0,9,7,1
1,9,17,0,0,0,29,6,998.0,1,4,525870.0,168690.0,-0.191847,51.403281,1,2,1,22.0,297.0,24.0,2,1,42,7,0,0,1,10,1
2,90,11,0,0,0,44,7,2461.0,2,6,432173.0,426122.0,-1.513816,53.730507,13,2,2,204.0,1.0,62.0,1,1,32,6,0,0,9,1,1
2,9,18,0,0,0,35,6,1398.0,2,10,416703.0,433526.0,-1.747901,53.797775,13,2,4,200.0,0.0,0.0,2,3,32,6,0,0,9,1,1
1,9,18,0,0,0,75,10,1199.0,2,4,443093.0,288681.0,-1.366714,52.49434300000001,23,2,2,292.0,4114.0,4114.0,2,2,22,5,0,0,9,1,0
1,9,17,0,0,9,18,4,1242.0,1,2,424777.0,268219.0,-1.637989,52.31152700000001,23,1,1,294.0,0.0,0.0,1,1,18,4,0,0,9,6,0
1,9,4,0,0,0,51,8,1968.0,2,3,387240.0,220366.0,-2.1867810000000003,51.881708,53,3,3,625.0,40.0,0.0,3,1,24,5,0,0,9,5,0
3,9,18,0,0,0,33,6,1299.0,1,12,514990.0,183870.0,-0.343253,51.542023,1,4,3,27.0,4127.0,0.0,2,1,22,5,0,0,9,8,1
3,9,18,0,0,0,22,5,1587.0,1,13,460158.0,90977.0,-1.1492639999999998,50.715318,44,3,2,505.0,0.0,0.0,2,1,27,6,0,0,9,5,1
1,9,18,0,0,0,33,6,1299.0,1,11,499396.0,182226.0,-0.568498,51.530205,43,2,1,473.0,7303.0,0.0,2,1,19,4,0,0,9,3,1
3,9,18,0,0,0,66,10,1995.0,1,12,447802.0,385971.0,-1.283059,53.368451,14,3,2,213.0,1.0,0.0,1,1,49,8,0,0,9,2,0
1,9,18,0,0,0,45,7,1587.0,1,9,427649.0,434442.0,-1.581644,53.805544,13,2,1,204.0,0.0,0.0,1,1,45,7,0,0,9,2,0
1,9,3,0,0,0,34,6,1995.0,1,5,406440.0,284140.0,-1.906658,52.455176,20,2,1,300.0,4217.0,441.0,1,1,8,2,0,0,9,1,1
