f5,f6,f7,f8,f9,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,label
102,132,76,71,94,0,0,0,0,50,58,0,8,36,0,0,0,0,0,0,0,0,0,0,0,0,0
61,79,78,71,94,0,46,0,4,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
76,77,76,71,94,0,4,1,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,99,76,71,94,9,37,0,0,0,4,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,80,76,71,94,0,0,0,25,23,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1
115,78,76,71,94,0,62,0,0,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,81,79,94,97,0,0,0,52,13,0,0,0,0,5,2,0,0,0,0,0,11,7,0,0,0,1
47,92,76,71,94,0,0,0,5,0,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,77,76,71,94,0,2,39,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,77,76,73,95,2,0,1,33,47,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
85,95,76,71,94,25,25,0,0,0,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,77,76,71,94,2,2,2,6,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,87,81,71,94,0,0,0,0,54,10,12,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1
92,86,76,71,94,37,9,0,2,7,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,92,78,76,94,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1
51,112,76,75,102,0,0,0,0,0,9,68,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0
71,78,87,77,94,0,37,25,0,0,0,0,0,0,0,0,7,1,0,0,6,0,0,0,0,0,1
56,77,78,80,94,0,28,18,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,1
41,113,76,71,94,0,0,2,2,1,0,35,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,94,76,71,94,0,5,0,0,8,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,152,76,71,94,2,0,0,0,0,22,41,38,23,0,0,0,0,0,0,0,0,0,0,0,0,0
76,78,76,71,94,0,0,21,44,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
136,77,76,84,109,6,77,44,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0
76,118,76,75,120,0,0,2,1,1,44,59,2,0,0,0,0,0,0,0,0,0,0,0,10,6,0
21,79,144,71,94,2,6,1,0,0,0,0,0,0,0,0,9,48,0,0,0,0,0,0,0,0,0
78,98,76,71,94,0,0,0,0,42,11,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,83,76,71,94,0,0,2,6,56,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1
43,111,77,78,99,0,0,0,0,0,6,55,0,6,1,0,0,0,0,0,0,0,3,4,0,0,0
73,78,76,71,94,0,0,56,6,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78,77,76,72,94,0,0,1,19,49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
61,106,76,71,94,0,0,0,2,2,36,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,130,102,71,94,0,1,3,2,0,0,0,0,0,67,7,0,0,0,0,0,0,0,0,0,0,0
80,77,76,71,94,0,5,42,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,118,76,71,94,0,0,2,18,63,0,0,7,37,0,0,0,0,0,0,0,0,0,0,0,0,0
79,80,76,72,97,0,0,3,31,31,5,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1
118,92,76,71,94,0,0,0,48,32,34,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,77,79,71,94,0,0,0,28,18,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1
97,89,76,71,94,0,0,32,15,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115,77,76,71,94,5,42,44,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,77,76,71,94,30,21,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
172,77,76,71,94,19,44,37,9,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,77,76,71,94,31,31,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,77,115,134,94,0,3,1,6,0,0,0,0,0,0,0,3,3,0,33,35,0,0,0,0,0,0
90,77,76,77,104,40,40,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,6,0,0
66,146,76,71,94,14,34,3,0,0,0,0,18,57,0,0,0,0,0,0,0,0,0,0,0,0,0
81,96,76,71,94,1,2,0,5,6,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,77,76,71,94,31,35,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,83,76,71,94,0,0,0,31,31,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109,77,76,71,94,0,2,55,41,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,86,76,71,94,0,2,1,0,43,18,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,149,78,71,94,0,0,0,2,1,0,0,0,71,4,0,0,0,0,0,0,0,0,0,0,0,0
62,77,76,74,94,0,24,24,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
80,98,76,71,94,14,32,0,0,0,6,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110,83,76,71,94,1,2,50,12,18,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,77,76,84,109,0,0,0,0,47,3,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0
42,113,76,71,94,1,2,0,0,2,3,34,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,122,140,76,94,2,1,0,0,0,0,0,27,17,0,0,35,21,0,5,1,0,0,0,0,0,0
89,77,76,71,94,0,0,0,79,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,77,76,71,94,0,0,23,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,77,76,71,94,18,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,77,76,71,94,5,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,107,76,71,94,1,1,23,23,0,0,34,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,93,76,71,94,0,1,1,0,0,32,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
80,99,76,73,94,0,0,2,1,41,11,40,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
77,100,78,71,94,0,46,0,0,0,0,42,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
56,77,76,72,100,42,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
65,77,76,71,94,0,0,37,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,79,82,71,94,0,0,9,37,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1
76,77,76,71,94,0,0,44,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,83,76,71,94,0,0,0,37,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,157,93,71,94,0,0,2,0,0,0,0,0,43,52,0,0,0,0,0,0,0,0,0,0,0,0
56,104,114,72,94,0,0,32,14,0,0,0,0,0,0,53,5,0,0,0,0,0,1,0,0,0,0
76,77,83,90,94,0,21,44,0,2,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,1
63,82,77,74,94,0,0,0,5,33,21,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
79,77,76,71,94,5,27,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,102,76,73,99,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
41,77,76,71,94,0,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,109,108,71,94,46,0,0,0,0,0,0,0,0,16,42,0,0,0,0,0,0,0,0,0,0,0
18,101,99,71,94,0,3,0,1,2,0,0,0,0,13,30,0,0,0,0,0,0,0,0,0,0,0
94,98,76,71,94,42,5,0,0,0,37,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,84,76,71,94,0,0,56,7,2,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1
135,91,76,71,95,0,6,56,2,22,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17,79,76,104,134,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,4,40,0,0,0
68,77,76,71,94,24,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
113,93,77,71,94,0,0,6,56,0,57,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
56,84,91,71,94,0,0,0,46,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,1
59,78,78,71,94,46,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1
119,78,76,71,94,6,56,46,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,77,76,73,96,0,0,0,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
118,99,76,71,94,8,1,0,2,59,39,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,130,76,71,94,0,0,0,12,50,0,0,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0
13,98,130,71,94,0,0,0,0,0,0,0,0,5,2,4,54,0,0,0,0,0,0,0,0,0,0
99,93,76,71,94,0,0,0,1,43,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
132,90,76,105,121,0,8,71,0,8,54,0,0,0,0,0,0,0,0,0,0,0,18,19,0,0,0
87,97,76,71,94,0,0,0,0,18,81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115,77,77,72,94,0,42,5,56,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
92,77,76,71,94,55,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,112,76,71,94,6,15,0,5,41,0,0,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0
70,106,76,71,95,0,0,0,0,20,25,39,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23,110,112,90,94,0,0,0,0,0,0,0,41,4,0,0,0,0,31,10,0,0,0,0,0,0,0
15,77,85,147,129,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,27,12,2,35,0,0,0
115,78,76,71,94,0,0,32,16,55,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,78,76,71,94,44,19,14,32,38,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,114,110,71,94,0,0,0,0,20,27,0,0,0,8,50,0,0,0,0,0,0,0,0,0,0,0
92,91,76,86,107,0,0,43,11,0,32,14,0,0,0,0,0,0,0,0,0,0,7,10,0,0,1
59,77,76,71,94,0,0,2,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,132,76,71,94,0,0,7,0,0,0,44,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,115,76,71,94,0,0,1,7,1,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0
16,120,94,71,94,1,2,0,0,0,0,0,0,1,57,0,0,0,0,0,0,0,0,0,0,0,0
57,98,76,72,95,1,2,0,10,10,5,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
116,78,76,71,94,0,6,56,9,37,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,88,76,71,94,0,0,71,8,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,110,76,71,94,0,0,8,71,37,9,8,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,78,76,71,94,19,44,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,79,77,71,94,1,48,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
83,118,77,71,94,0,0,0,25,40,4,0,27,20,1,0,0,0,0,0,0,0,0,0,0,0,0
72,107,92,71,95,0,0,31,31,0,0,1,0,0,36,7,0,0,0,0,0,0,0,0,1,0,1
126,77,76,71,94,0,31,34,25,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,80,76,71,94,0,1,2,0,39,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,113,103,72,95,0,0,41,5,0,0,0,0,0,32,26,0,0,0,0,0,0,0,1,0,0,0
56,114,83,72,94,32,14,0,0,0,0,0,0,22,21,0,0,0,0,0,0,0,1,0,0,0,1
76,85,77,71,94,37,25,3,0,1,2,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,1
99,77,91,113,94,0,23,32,37,0,0,0,0,0,0,0,0,0,0,5,34,0,0,0,0,0,0
74,79,76,71,94,0,0,19,44,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,77,76,71,95,0,7,60,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
75,96,76,71,94,0,0,3,3,2,76,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,77,76,71,94,0,63,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78,78,76,71,94,0,33,35,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81,91,76,71,94,0,4,2,1,20,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
123,86,76,71,94,0,1,46,19,24,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,77,76,71,94,0,0,36,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,77,76,76,101,0,1,2,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1
68,94,84,71,94,0,0,0,1,46,16,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,1
62,127,100,71,94,0,0,0,1,17,47,0,0,0,42,17,0,0,0,0,0,0,0,0,0,0,0
79,77,76,71,94,2,0,0,43,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,90,77,72,94,0,0,57,8,0,0,6,14,0,0,0,0,0,0,0,0,1,0,0,0,0,1
161,78,78,71,94,0,32,63,63,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
118,93,76,71,94,15,34,1,0,13,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,81,78,71,94,0,0,0,50,12,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1
19,79,76,129,96,0,2,1,0,0,2,5,0,0,0,0,0,0,0,0,0,35,6,0,0,0,0
82,80,76,71,94,0,4,8,0,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,77,76,71,94,0,3,34,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,97,76,71,94,1,2,0,1,0,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,77,76,73,101,3,3,24,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
147,80,76,71,94,0,0,1,50,82,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,94,76,71,94,0,0,0,0,41,32,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
98,81,77,71,94,0,0,2,24,54,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
15,110,110,71,94,0,0,0,0,0,0,1,3,0,8,50,0,0,0,0,0,0,0,0,0,0,0
71,79,81,77,94,0,0,6,56,0,0,0,0,0,1,4,0,0,0,1,5,0,0,0,0,0,1
144,121,76,71,94,0,0,0,0,23,143,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,100,79,77,95,0,0,0,0,0,27,34,0,0,0,0,0,0,2,1,0,2,3,0,0,0,0
109,85,76,71,94,0,50,12,0,17,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,77,76,71,94,44,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,77,76,71,94,0,3,39,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,98,76,71,94,0,3,0,0,0,50,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
75,77,76,71,94,1,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,78,76,71,94,0,14,35,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,89,76,71,94,0,0,18,28,3,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
163,77,76,71,94,2,0,95,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,77,76,71,94,0,2,2,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
117,77,77,71,94,42,11,59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
67,84,79,71,94,43,12,2,0,0,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,1
74,77,76,71,94,0,58,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,77,76,71,94,1,58,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82,77,76,71,94,0,31,31,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,77,76,94,134,0,0,0,25,37,0,0,0,0,0,0,0,0,0,0,0,0,0,27,10,0,0
130,77,76,71,94,0,0,55,51,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,96,76,71,94,1,4,7,0,0,45,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,80,76,72,94,0,0,0,0,36,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
77,77,78,78,94,0,40,25,1,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1
71,93,80,73,95,0,0,19,44,0,0,0,0,8,12,0,0,0,0,0,0,0,1,1,0,0,1
53,115,107,147,94,0,0,0,0,33,13,0,0,12,31,0,0,0,0,0,65,3,0,0,0,0,0
62,77,76,71,94,0,14,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82,82,76,71,94,0,9,56,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,77,76,71,94,0,31,31,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,78,91,112,94,1,2,32,14,0,0,2,1,0,0,0,0,0,0,8,32,0,0,0,0,0,0
44,96,76,71,94,0,1,4,2,0,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,111,139,93,94,1,2,0,0,0,0,0,0,0,22,36,0,0,23,18,0,0,0,0,0,0,0
84,77,76,71,94,19,8,21,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,77,104,100,94,0,3,0,0,0,0,0,0,0,0,0,0,0,6,34,0,1,0,0,0,0,1
56,122,76,71,94,1,0,0,1,9,36,0,28,16,0,0,0,0,0,0,0,0,0,0,0,0,0
105,93,76,71,94,0,0,0,0,54,54,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,77,77,73,94,0,19,47,2,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
67,109,76,71,94,0,46,0,0,0,0,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,77,76,71,94,0,0,0,67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130,94,76,71,94,0,16,63,3,0,51,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,107,110,71,94,0,0,41,10,0,0,0,0,0,7,51,0,0,0,0,0,0,0,0,0,0,0
116,134,76,71,94,5,42,0,5,41,0,0,72,4,0,0,0,0,0,0,0,0,0,0,0,0,0
101,92,76,77,96,0,0,25,39,0,27,19,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
76,77,76,71,94,0,0,0,45,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,77,76,103,135,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0,0,0
74,77,76,71,94,0,50,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,79,76,71,94,0,0,50,34,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
72,115,104,71,94,0,0,1,2,50,12,1,0,0,28,30,0,0,0,0,0,0,0,0,0,0,0
18,78,130,81,94,0,0,0,0,0,7,0,0,0,0,0,0,38,4,0,7,1,0,0,0,0,0
72,77,77,74,94,0,8,6,48,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
80,77,77,72,94,0,0,0,31,41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
56,114,96,73,94,0,0,37,9,0,0,0,0,0,47,6,0,0,0,1,1,0,0,0,0,0,0
47,96,76,71,94,1,1,0,0,0,28,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
117,77,76,71,94,0,0,31,64,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,116,76,71,94,3,37,9,0,0,0,0,16,29,0,0,0,0,0,0,0,0,0,0,0,0,1
76,77,76,71,94,0,0,0,32,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,94,76,72,94,1,2,0,0,5,30,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
52,90,76,71,94,0,0,0,5,4,38,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82,77,76,71,94,0,1,2,50,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,77,86,72,94,19,44,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,1
16,79,88,156,94,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,37,30,0,0,0,0,0
56,120,76,74,158,46,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,8,27,0
118,77,76,71,94,18,28,0,64,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,98,80,71,94,0,29,18,0,0,2,43,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
57,91,76,72,100,0,0,0,0,2,59,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1
72,79,77,71,94,0,0,0,2,54,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
87,77,77,81,94,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,1
61,131,76,71,94,37,9,0,0,0,0,0,19,41,0,0,0,0,0,0,0,0,0,0,0,0,0
73,122,93,75,95,0,0,0,62,0,2,1,0,6,53,0,0,0,0,0,0,1,2,1,0,0,0
59,78,78,71,94,32,14,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1
70,77,76,71,94,0,2,2,54,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,101,76,71,94,0,0,5,41,0,0,37,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,81,77,71,94,0,2,0,46,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1
74,77,77,74,94,1,38,25,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
69,146,76,75,102,46,0,2,7,0,0,0,20,56,0,0,0,0,0,0,0,0,0,4,3,0,0
76,77,76,71,94,0,6,58,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94,94,76,71,94,0,0,22,36,2,18,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,120,76,71,94,42,5,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,1
56,77,76,73,170,0,28,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,34,0
94,77,76,71,94,0,0,1,34,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,81,77,71,94,0,0,2,37,9,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1
74,81,79,71,94,0,38,27,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,1
65,77,76,76,95,0,0,0,22,32,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1
56,127,88,71,94,23,23,0,0,0,0,0,0,23,38,0,0,0,0,0,0,0,0,0,0,0,0
24,91,83,90,94,0,0,0,0,5,1,3,17,0,0,0,0,0,0,3,15,0,0,0,0,0,1
117,77,76,71,94,28,77,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,118,79,71,94,0,25,38,0,0,0,0,0,36,8,0,0,0,0,0,0,0,0,0,0,0,1
77,77,76,72,94,19,44,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
68,77,76,71,94,3,21,28,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,80,89,115,94,0,5,5,0,0,1,2,0,1,1,0,0,0,0,0,39,1,0,0,0,0,0
97,78,76,71,94,0,0,9,37,38,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,102,103,71,94,0,0,32,14,0,0,0,0,1,8,38,0,0,0,0,0,0,0,0,0,0,0
53,85,76,73,95,0,2,0,0,14,33,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
67,77,82,73,94,0,0,37,14,4,2,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,1
87,86,76,71,95,0,5,2,1,42,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
90,89,76,71,94,0,3,0,0,43,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,78,76,71,94,0,5,0,2,46,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,116,87,71,94,1,2,0,1,47,17,0,0,11,32,0,0,0,0,0,0,0,0,0,0,0,0
56,77,76,76,101,0,0,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1
62,77,76,71,94,0,5,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,77,117,84,94,0,0,0,1,60,3,0,0,0,0,0,0,5,36,0,0,0,0,0,0,0,0
46,99,79,73,94,1,2,0,0,0,22,31,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0
67,77,76,71,94,0,33,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
114,77,76,77,96,0,12,64,32,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
99,108,76,74,94,0,0,44,19,0,0,56,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0
93,101,76,71,94,0,0,0,1,21,76,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,77,76,71,94,0,56,6,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,77,76,72,97,0,0,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
71,96,105,76,97,0,50,12,0,0,0,0,0,0,0,36,7,0,0,0,0,0,3,2,0,0,0
118,77,76,71,94,1,48,0,31,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,77,76,71,94,0,31,31,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
