age,number_of_juvenile_fellonies,decile_score,number_of_juvenile_misdemeanors,number_of_other_juvenile_offenses,number_of_prior_offenses,days_before_screening_arrest,days_in_custody,violence_decile_score,label
35,0,8,0,0,0,-1,1,2,0
40,0,4,0,0,7,-33,3,1,0
28,0,4,0,0,2,0,1,3,0
46,0,4,0,1,2,-1,1,1,0
56,0,2,0,0,1,-1,1,1,0
41,0,6,0,0,19,-71,62,3,0
24,0,4,0,0,1,-1,1,6,1
25,0,8,0,1,7,507,13,9,0
33,0,1,0,0,0,-1,1,1,0
48,0,8,0,0,2,-1,1,5,0
25,0,7,0,0,0,-1,0,5,0
37,0,3,0,0,0,-1,3,2,1
43,0,8,0,0,7,-21,9,4,0
32,0,3,0,0,0,0,5,2,0
33,0,7,0,0,3,-1,1,2,0
49,0,1,0,0,4,-11,6,2,0
24,0,4,0,0,0,-1,19,5,0
26,0,9,0,0,1,0,3,8,0
42,0,2,0,0,0,-1,2,1,0
36,0,1,0,0,0,0,0,1,0
29,0,7,0,1,7,-1,6,6,1
39,0,3,0,0,0,0,18,3,0
53,0,1,0,0,0,-1,1,1,0
21,0,5,0,0,0,-1,1,8,1
41,0,5,0,0,4,-1,1,2,0
34,0,2,0,0,4,378,151,1,1
22,0,8,0,2,5,-2,35,6,1
22,0,7,0,2,0,-1,6,6,1
25,0,5,0,0,2,-1,27,3,0
27,0,3,0,0,2,-34,7,3,0
51,0,1,0,0,2,-1,1,1,0
24,0,3,0,1,0,0,0,5,0
37,0,4,0,0,4,0,93,2,0
37,0,1,0,0,0,-3,0,1,0
27,0,2,0,0,0,-1,1,2,0
21,0,6,0,0,0,-1,125,6,0
35,0,1,0,0,1,0,2,1,1
24,0,8,0,0,0,-1,84,5,0
49,0,1,0,0,2,-1,15,1,0
38,0,6,0,0,9,-5,8,8,0
61,0,1,0,0,0,-1,1,1,0
30,0,2,0,0,0,0,0,2,0
22,0,6,0,0,3,-1,40,5,0
52,0,1,0,0,0,-1,1,1,0
26,0,2,0,0,0,-1,1,3,0
26,0,4,0,0,0,-1,1,2,0
29,0,7,1,0,6,-55,8,5,0
29,0,8,0,0,4,-1,95,9,0
26,0,5,0,0,2,-1,1,6,0
46,0,4,0,0,4,-1,1,3,0
46,0,1,0,0,0,-1,1,1,0
39,0,1,0,0,8,-56,1,3,0
29,0,10,0,0,12,-1,1,7,1
41,0,1,0,0,0,0,0,1,0
25,0,7,0,0,5,-1,0,3,0
23,1,7,0,0,2,-1,100,5,0
30,0,3,0,0,0,-1,0,2,0
34,0,6,0,0,1,-1,3,4,0
52,0,1,0,0,2,-1,2,1,0
51,0,2,0,0,4,-26,5,2,0
49,0,1,0,0,1,-1,1,1,0
26,0,6,0,0,9,404,2,4,1
47,0,1,0,0,0,0,0,1,0
27,0,2,0,0,0,0,1,3,0
21,0,6,0,0,0,-2,1,6,0
30,0,4,0,0,3,-1,1,4,1
70,0,1,0,0,0,-1,1,1,0
38,0,6,0,0,15,0,1,5,0
29,0,4,0,0,0,0,0,2,0
38,0,4,0,0,3,-21,0,1,0
27,0,3,0,0,0,-4,1,2,0
44,0,1,0,0,0,0,0,1,0
31,0,5,0,0,6,-1,1,5,0
30,0,2,0,0,0,-1,1,2,0
40,0,2,0,0,3,-1,1,1,0
49,0,2,0,0,3,1025,1,1,0
33,0,3,0,0,1,0,1,2,0
31,0,3,1,0,1,0,37,5,0
61,0,1,0,0,1,-1,1,1,0
30,0,4,0,0,2,-1,1,3,0
62,0,1,0,0,0,-1,2,1,0
48,0,6,0,0,9,-1,10,1,0
40,0,2,0,0,0,-1,1,1,0
24,0,4,0,0,0,-1,3,5,0
63,0,1,0,0,0,0,0,1,0
46,0,1,0,0,0,-1,227,1,0
33,0,10,0,0,4,-1,1686,9,0
21,1,6,0,0,1,81,1,6,1
51,0,1,0,0,1,-17,12,1,0
39,0,1,0,0,3,-1,25,1,1
22,0,6,0,0,0,-2,8,5,0
59,0,1,0,0,0,-1,1,1,0
38,0,7,5,0,37,-1,31,2,1
23,0,6,0,0,2,0,238,5,0
20,1,3,0,0,1,-37,143,7,1
38,0,7,0,0,2,0,193,3,1
34,0,3,0,0,2,-1,1,2,0
31,0,1,0,0,1,-14,14,2,0
60,0,1,0,0,3,-120,120,2,0
43,0,4,0,0,0,-1,1,1,0
40,0,1,0,0,1,-1,2,1,0
22,0,3,0,1,0,-1,1,5,0
40,0,1,0,0,0,-1,1,1,0
21,0,4,0,0,1,982,6,6,0
45,0,4,0,0,1,-1,6,2,0
21,0,8,1,2,1,-1,5,9,0
35,0,5,0,0,6,-10,13,4,1
52,0,1,0,0,1,1,71,1,1
48,0,1,0,0,0,0,5,1,0
48,0,1,0,0,0,-1,1,1,0
47,0,5,0,0,0,-1,3,3,0
62,0,7,0,0,1,-1,1117,6,0
35,3,10,0,0,13,-1,166,5,0
52,0,1,0,0,2,-5,3,1,0
39,0,2,1,0,7,114,179,1,0
21,0,8,0,0,0,-1,45,9,1
53,0,1,0,0,1,-2,1,1,0
22,0,6,0,0,0,-1,3,8,0
45,0,3,0,0,1,-1,35,1,0
27,0,2,0,0,0,-1,1,2,0
25,0,2,0,0,0,-1,1,3,0
28,0,3,0,0,3,-1,1,2,0
36,0,2,0,0,3,-1,2,2,1
42,0,2,0,0,1,0,0,1,0
33,0,2,0,0,2,-29,1,1,0
42,0,1,0,0,0,-1,1,1,0
28,0,2,0,0,0,0,0,2,0
27,0,10,0,0,25,18,41,9,1
21,0,6,0,0,0,-1,3,7,0
36,0,1,0,0,0,-1,1,1,0
28,0,3,0,0,1,-25,24,4,0
46,0,2,0,0,2,266,46,1,0
34,0,1,0,0,3,-1,1,2,0
25,0,3,0,0,1,-1,4,3,0
21,0,8,1,0,1,0,1,8,0
48,0,1,0,0,1,-1,1,1,0
37,0,2,0,0,1,-1,1,3,0
37,0,1,0,0,1,-1,0,1,1
39,0,3,0,0,1,-3,1,4,0
49,0,1,0,0,2,-1,1,1,0
43,0,5,0,0,5,-1,1,6,0
53,0,2,0,0,1,-1,1,2,0
39,0,1,0,0,0,-1,5,1,0
36,0,1,0,0,2,-4,1,1,0
24,0,9,0,0,1,-1,13,5,0
35,0,2,0,0,0,-1,1,1,0
23,0,7,0,0,3,0,1,5,0
26,0,2,0,0,2,-1,1,3,0
30,0,10,3,2,14,0,7,7,1
25,0,6,0,0,2,0,1,6,0
26,0,4,0,0,2,-29,29,4,0
26,0,8,0,0,7,-49,5,6,0
60,0,1,0,0,0,-1,5,1,0
20,0,5,0,0,0,-1,1,7,0
23,0,3,0,0,0,0,0,4,0
26,0,7,0,0,5,-1,7,6,1
40,0,1,0,0,4,0,4,1,0
28,0,3,0,0,1,-1,5,3,1
53,0,1,0,0,1,-12,12,1,0
56,0,2,0,0,5,-45,8,1,0
24,0,3,0,0,0,-1,1,3,0
31,0,1,0,0,0,-5,1,1,0
33,0,3,0,0,2,-1,41,2,0
26,0,10,3,0,8,-1,42,7,1
56,0,1,0,0,1,-65,3,1,0
32,0,2,0,0,2,-1,1,2,0
25,0,2,0,0,0,0,1,3,1
21,0,2,0,0,1,-1,42,5,0
38,0,5,0,0,3,0,1,6,0
23,0,2,0,0,0,-4,1,3,0
20,0,6,0,1,0,-1,27,7,1
24,0,2,0,0,1,-1,109,3,1
23,0,2,0,0,0,0,0,3,0
49,0,4,0,0,3,-1,1,1,0
28,0,3,0,0,0,0,13,2,0
67,0,1,0,0,3,-1,1,1,0
33,0,1,0,0,0,0,1,1,0
40,0,3,0,0,4,-80,78,4,0
52,0,1,0,0,0,-1,1,1,0
22,0,9,0,0,1,-1,2,9,0
36,0,7,0,0,9,-42,178,3,0
40,0,1,0,0,0,-1,2,1,1
30,0,8,0,0,1,0,1,6,1
42,0,1,0,0,1,-1,1,1,0
46,0,2,0,0,4,-5,3,1,0
38,0,3,0,0,4,0,0,2,0
39,0,1,0,0,2,-113,419,2,1
26,0,5,0,0,0,-1,1,4,0
27,0,3,0,0,2,-10,10,2,0
61,0,4,0,0,1,0,1,2,0
57,0,1,0,0,0,0,28,1,0
24,0,5,0,3,3,-1,2,4,1
34,0,1,0,0,1,-1,1,2,0
27,0,2,0,0,1,-1,2,3,0
35,0,8,0,0,10,0,1,3,1
53,0,5,0,0,1,733,5,2,0
44,0,1,0,0,0,-1,132,2,0
61,0,6,0,0,10,-1,15,5,0
42,0,1,0,0,4,0,14,1,0
39,0,2,0,0,4,-32,14,2,0
53,0,1,0,0,0,-1,1,1,0
26,0,10,0,0,3,-1,0,9,0
50,0,7,0,0,0,-1,8,2,0
44,3,7,0,0,16,-1,82,3,0
24,0,6,1,3,4,-1,14,6,1
50,0,1,0,0,0,0,2,1,0
36,0,1,0,0,0,0,1,1,0
39,0,3,0,0,0,-1,54,2,0
24,0,4,0,0,2,729,14,4,0
54,0,6,0,0,7,-1,19,1,0
29,0,2,0,0,0,0,1,2,0
26,0,6,0,0,0,-1,1,2,0
34,0,1,0,0,0,-1,1,2,0
20,0,3,0,0,0,-1,2,6,0
26,0,8,0,0,4,0,1,6,1
26,0,2,0,0,0,-1,1,3,0
55,0,4,0,0,1,-1,1,1,0
22,0,9,0,0,0,-1,2,7,0
26,0,4,0,0,0,-1,1,3,0
56,0,1,0,0,0,0,1,1,0
66,0,1,0,0,1,331,167,2,0
46,0,3,0,0,2,-1,1,4,0
28,0,7,0,0,4,-1,30,9,0
33,0,6,0,0,8,-1,2,5,0
31,0,2,0,0,0,-1,1,2,0
26,0,5,0,0,1,0,0,4,0
41,0,7,0,0,12,-45,13,5,1
34,0,1,0,0,0,-1,1,1,0
33,0,1,0,0,0,-1,1,1,0
32,0,2,0,0,0,-1,1,1,0
37,0,6,0,0,9,0,204,9,1
50,0,5,0,0,1,-22,1,5,0
35,0,2,0,0,1,-1,3,1,0
52,0,9,0,0,8,-1,35,7,0
26,0,7,1,2,5,-1,13,7,1
36,0,9,0,0,1,-1,448,6,1
19,0,9,0,0,0,-1,36,9,1
24,0,2,0,0,0,0,10,3,0
21,0,9,1,0,1,-1,1,8,0
54,0,1,0,0,0,-1,1,2,0
49,0,1,0,0,0,-1,9,1,0
42,0,2,0,0,1,0,28,1,0
61,0,4,0,0,30,-56,50,2,0
74,0,1,0,0,0,0,1,1,0
38,0,1,0,0,0,0,0,1,0
39,0,1,0,0,1,-1,1,1,0
39,0,-1,0,0,0,-1,1,1,0
38,0,1,0,0,0,-1,4,1,0
53,0,1,0,0,1,-1,1,1,0
23,0,9,1,0,2,-1,77,9,0
64,0,1,0,0,1,-1,1,1,0
41,0,1,0,0,0,0,0,1,0
53,0,1,0,0,0,0,0,1,0
34,0,1,0,0,0,-1,2,1,0
26,0,1,0,0,1,-1,32,2,0
44,0,2,0,0,4,-1,3,3,0
27,0,2,0,0,0,0,5,2,0
28,0,9,0,0,14,-1,1,3,0
55,0,1,0,0,1,-1,1,1,0
22,0,4,0,0,2,-60,60,5,0
36,0,5,0,0,15,-1,11,1,0
23,0,4,0,0,1,-1,3,6,0
56,0,1,0,0,1,0,0,2,0
37,0,6,0,0,1,-1,1,4,0
45,0,2,0,0,3,0,2,2,0
31,0,8,0,0,14,-1,24,8,0
42,0,5,0,0,7,-1,2,1,1
36,0,1,0,0,1,0,0,1,0
54,0,1,0,0,0,0,0,1,0
23,0,7,0,0,0,-1,1,5,0
61,0,1,0,0,0,0,0,1,0
42,0,1,0,0,0,-1,1,1,0
27,0,5,0,0,1,-1,2,3,0
24,0,3,0,0,2,-18,15,5,0
33,0,5,0,0,14,-59,0,2,0
38,0,1,0,0,0,-7,7,1,0
21,0,3,1,1,1,-1,0,6,0
39,0,4,0,0,0,-1,0,1,0
29,0,1,0,0,0,-1,2,2,0
29,0,3,0,0,1,-2,1,4,0
65,0,4,0,0,6,-61,23,1,0
44,1,6,0,0,7,-1,24,4,0
27,0,2,0,0,0,-1,2,2,0
27,0,7,0,0,8,-1,5,8,1
61,0,1,0,0,0,0,2,1,0
27,0,1,0,0,1,-1,1,2,0
26,0,4,0,0,9,0,1,3,1
25,0,4,0,0,2,-23,247,4,0
23,0,10,0,0,5,-1,43,9,1
23,0,4,0,0,1,0,3,6,0
30,0,1,1,1,3,-1,1,1,0
45,0,3,0,0,2,-1,6,1,0
26,0,2,0,0,0,-1,1,2,0
21,0,8,0,0,0,-1,7,7,1
62,0,1,0,0,0,-1,4,1,0
48,0,3,0,0,0,-1,27,2,0
53,0,1,0,0,1,-1,1,1,0
28,1,10,1,0,5,-1,137,10,0
56,0,2,0,0,1,0,1,1,0
35,0,1,0,0,2,-8,8,1,0
35,0,5,0,0,4,0,10,6,0
37,1,3,0,0,7,-1,2,1,0
32,0,2,0,0,0,0,0,1,0
53,0,1,0,0,0,-1,1,1,0
32,0,1,0,0,0,-1,1,1,0
26,0,2,0,0,0,-1,1,3,0
61,0,1,0,0,0,-1,2,1,0
21,0,10,0,0,0,-1,1,7,0
69,0,5,0,0,22,-1,1,4,0
26,0,4,0,0,0,0,0,4,0
30,0,10,0,0,9,-1,3,7,1
21,0,4,0,0,1,-5,7,5,0
41,0,2,0,0,0,0,0,1,0
22,0,3,0,0,0,-2,1,5,0
54,0,3,0,0,0,0,20,1,1
50,0,1,0,0,2,-1,1,1,1
37,2,3,0,0,11,-1,1,1,0
53,0,1,0,0,2,-32,2,1,0
26,0,4,0,0,5,0,1,4,0
59,0,2,0,0,0,-1,1,1,0
67,0,1,0,0,0,-3,1,1,0
45,0,6,0,0,8,-1,46,3,0
22,0,3,0,1,0,0,192,6,0
27,0,5,0,0,0,-1,2,3,0
37,0,6,0,0,13,-1,1,3,0
45,0,2,0,0,2,-1,1,1,0
52,0,5,0,0,7,-1,2,1,0
21,0,6,0,0,0,-1,1,8,0
33,0,6,0,0,3,-1,1,6,0
26,1,10,0,0,3,-1,4,9,1
37,0,3,0,0,0,-1,2,1,0
40,0,1,0,0,1,0,1,1,0
21,1,5,0,0,1,-2,1,7,0
37,0,4,0,0,0,-1,1,1,0
24,0,2,0,0,1,-78,1,4,0
44,0,1,0,0,0,-1,1,1,0
30,0,2,0,0,0,-1,1,2,0
40,0,1,0,0,0,0,0,1,0
49,0,1,0,0,1,-22,2,1,0
67,0,1,0,0,0,0,0,1,0
31,0,7,0,0,6,-1,1520,3,0
30,0,3,0,0,7,-1,50,3,0
28,0,2,0,0,1,-1,1,2,0
55,0,1,0,0,0,-1,1,1,0
42,0,3,0,0,0,-1,2,1,0
43,0,5,0,0,4,0,1,4,1
44,0,1,0,0,0,0,42,1,0
25,0,7,0,0,0,256,1,5,0
29,0,2,0,0,0,-1,2,2,0
41,0,2,0,0,2,-132,14,2,0
31,0,5,0,0,0,-3,1,2,0
41,0,1,0,0,1,-1,2,1,0
29,0,5,0,0,0,-1,10,3,0
26,0,2,0,0,0,-1,1,3,0
27,0,3,0,0,1,0,45,3,0
35,0,2,0,0,4,-1,31,3,0
54,0,1,0,0,1,-1,22,1,0
20,0,6,0,0,0,-1,1,6,0
27,0,6,0,0,0,-3,1,5,0
21,0,7,0,0,1,-1,37,7,0
27,0,7,0,0,4,-42,42,2,0
54,0,1,0,0,0,-1,9,1,0
39,0,1,0,0,1,-6,5,1,0
33,0,1,0,0,0,-2,1,1,0
35,0,4,0,0,0,-1,1,2,0
53,0,1,0,0,0,-3,1,1,0
28,0,4,0,1,2,-1,14,3,0
26,0,8,0,0,0,-1,1,4,0
30,0,3,0,0,1,1040,17,2,0
31,0,5,1,0,3,0,1,5,0
33,0,4,0,0,1,0,0,2,0
28,0,7,0,0,1,0,0,7,0
23,0,6,0,4,4,0,5,4,1
36,0,5,0,0,6,-1,84,5,0
22,0,3,0,0,0,-1,1,5,0
37,0,2,0,0,3,-1,1,1,0
52,0,1,0,0,0,-1,1,1,0
26,0,2,0,0,0,0,2,3,0
33,0,4,0,0,2,-1,14,2,0
55,0,1,0,0,0,-1,1,1,0
37,0,1,0,0,2,0,1,1,0
41,0,1,0,0,0,0,177,1,0
26,0,2,0,0,0,-1,0,3,0
41,0,5,0,0,13,-1,5,5,0
33,0,6,0,0,6,-1,1,2,0
23,0,5,0,0,0,-1,2,6,0
27,0,3,0,0,1,-1,1,2,0
24,0,5,0,0,0,0,23,5,1
30,0,9,1,0,10,0,189,6,0
55,0,3,0,0,1,0,8,2,0
41,0,6,1,0,6,-65,1,2,0
35,0,3,0,0,0,0,1,1,0
20,0,4,0,0,1,-22,1,6,0
31,0,10,2,0,8,-1,1,10,1
33,0,9,0,0,7,-1,31,9,1
44,0,6,0,0,6,-1,134,4,1
41,0,9,0,0,25,-1,242,9,1
56,0,8,0,0,9,0,1,5,0
21,0,3,0,0,1,-10,2,6,0
48,0,1,0,0,1,0,1,1,0
39,0,1,0,0,2,-26,3,1,0
31,0,2,0,0,0,-1,2,2,0
25,0,6,0,0,0,-1,1,4,0
51,0,1,0,0,1,-83,3,1,0
28,0,5,0,0,3,-16,16,4,0
30,0,2,0,0,0,-1,1,2,1
19,0,8,0,0,0,-1,2,8,1
57,0,1,0,0,0,-1,5,1,0
26,0,5,0,2,0,-1,1,2,0
37,0,6,0,0,5,-29,0,4,0
48,0,1,0,0,0,0,2,1,0
21,0,9,0,1,0,-1,2,9,0
52,0,1,0,0,1,-21,10,1,0
19,1,10,0,1,1,-40,28,10,1
54,0,1,0,0,0,0,2,1,1
40,0,4,0,0,4,-1,57,1,0
22,0,7,0,0,0,0,11,6,0
50,0,4,0,0,10,-1,1,2,0
35,0,3,0,0,2,0,0,4,0
21,0,7,0,0,0,-1,2,6,0
27,0,3,0,0,0,-1,5,4,0
38,0,9,0,0,20,-1,119,3,1
32,0,5,0,0,0,0,7,2,0
59,0,1,0,0,0,-1,1,1,0
59,0,1,0,0,0,0,0,1,0
44,0,1,0,0,0,-2,1,1,0
40,0,8,0,0,7,129,36,9,0
31,0,6,0,0,0,-2,128,4,1
32,0,3,0,0,0,-1,1,2,0
22,1,4,0,0,2,-1,134,6,0
34,0,4,0,0,2,-1,3,2,0
30,0,3,1,0,7,-1,2,2,0
46,0,1,0,0,0,0,0,1,0
35,0,5,0,0,2,0,1,4,1
35,0,1,0,0,0,-1,1,1,0
30,0,9,0,0,9,-1,22,5,1
31,0,8,1,1,4,0,28,6,1
31,0,10,0,0,0,-1,81,7,0
36,0,5,0,0,5,-1,31,3,1
39,0,1,0,0,2,-1,47,1,0
35,0,3,0,1,0,-1,2,2,0
37,0,3,0,0,0,-1,3,1,0
25,0,6,0,2,3,0,8,3,0
27,0,3,0,0,0,-1,1,3,0
47,0,1,0,0,2,-25,1,1,0
46,0,6,0,0,12,-1,73,4,0
27,0,5,0,0,0,-1,1,6,0
34,0,9,0,0,0,-1,5,8,1
30,0,7,0,0,4,163,1,5,1
25,0,2,0,0,0,-1,0,3,0
26,0,5,1,0,5,-1,1,4,0
60,0,8,0,0,9,-1,1,1,0
49,0,1,0,0,0,-1,19,1,1
21,0,4,0,0,0,-3,1,7,0
53,0,3,0,0,1,283,33,1,0
21,0,4,0,0,0,16,31,8,1
29,0,9,0,0,1,-2,1,3,0
29,0,4,0,0,4,-26,1,2,0
21,0,3,0,0,0,0,1,6,0
24,0,7,0,0,2,569,8,5,1
51,0,1,0,0,2,0,23,1,0
29,0,1,0,0,1,0,0,2,0
24,0,5,0,0,0,0,0,5,0
37,0,2,0,0,5,-1,1,1,0
51,0,9,0,0,14,-1,263,6,0
53,0,1,0,0,1,-21,21,1,0
25,0,8,0,0,5,-1,35,6,0
38,0,1,0,0,0,0,1,1,0
22,0,10,1,1,3,0,319,10,1
21,0,8,0,0,1,-1,16,8,0
28,0,7,1,0,14,29,20,8,1
25,0,6,0,0,1,-1,1,5,0
56,0,4,0,0,2,-4,3,1,0
34,0,9,0,0,22,-29,8,4,0
35,0,7,0,0,7,0,82,4,0
22,0,5,0,2,0,-3,9,6,0
23,0,8,0,0,0,-1,38,8,1
30,0,10,0,0,4,-1,54,6,0
42,0,6,0,0,1,0,8,3,1
50,0,8,0,2,24,0,48,8,1
37,0,9,0,0,0,-1,8,3,0
23,0,4,0,0,1,0,1,5,0
41,0,1,0,0,0,-1,1,1,0
50,1,2,0,0,5,29,32,1,0
41,0,10,0,0,19,-1,34,9,1
40,0,7,0,0,8,-1,339,4,1
23,0,2,0,0,0,-1,1,4,0
64,0,1,0,0,0,-1,1,1,0
51,0,1,0,0,0,-1,1,1,0
35,0,6,0,0,3,0,1,3,1
29,0,9,0,0,2,0,51,6,0
57,0,1,0,0,0,-3,2,1,0
37,0,5,0,0,1,-203,1,2,1
23,0,5,0,0,0,-1,1,5,0
55,0,1,0,0,1,-3,1,1,0
28,0,9,1,0,6,-1,1,8,1
25,0,6,0,0,1,-1,10,3,0
66,0,1,0,0,0,-1,1,1,0
28,0,2,0,0,3,0,0,2,0
24,0,5,0,0,0,-2,1,5,0
73,0,1,0,0,0,-1,1,1,0
44,0,2,0,0,0,-1,2,1,0
42,0,1,0,0,0,0,4,1,0
40,0,7,0,0,6,-1,2,4,0
21,0,10,0,0,0,0,7,8,0
56,0,1,0,0,0,-2,1,1,1
42,0,1,0,0,3,-1,1,1,0
50,0,3,0,0,1,-1,2,1,0
34,0,2,0,0,0,-1,1,2,0
47,0,1,0,0,1,-1,1,1,1
58,0,2,0,0,3,-1,2,1,0
48,0,4,0,0,3,-7,1,1,0
20,0,3,0,0,0,-2,3,6,0
29,0,9,0,0,0,-1,1,6,0
38,0,1,0,0,1,-1,1,2,0
43,0,2,0,0,0,0,3,1,0
25,0,3,0,0,2,-1,18,5,1
22,0,7,0,3,0,-1,1,10,0
32,0,2,0,0,1,-11,11,2,0
26,0,7,0,0,9,-1,2,5,1
48,0,1,0,0,0,-1,1,1,0
71,0,1,0,0,1,-28,4,1,0
61,0,1,0,0,0,-1,0,1,0
22,0,5,0,0,2,-22,3,5,0
29,0,2,0,0,1,82,38,2,1
54,0,2,0,0,1,-22,0,1,0
24,0,9,2,0,6,-1,1,7,0
28,0,5,0,0,0,-1,1,3,0
25,0,10,0,0,2,0,181,8,0
22,0,5,0,0,1,-28,171,5,0
35,0,4,0,0,0,-1,1,3,0
21,0,3,0,0,0,-1,1,5,0
49,0,1,0,0,1,0,1,1,0
21,0,4,0,0,1,-40,64,6,0
64,0,1,0,0,8,-1,1,1,0
26,0,3,0,0,1,35,44,2,0
37,0,2,0,0,3,-1,2,2,0
34,0,7,0,0,1,-1,116,3,1
60,0,1,0,0,4,-15,7,1,0
58,0,1,0,0,0,-1,1,1,0
27,0,1,0,0,0,-1,57,2,0
25,0,2,0,2,0,0,2,3,0
56,0,8,0,0,24,22,6,4,0
33,0,1,0,0,2,-1,1,2,0
47,0,7,0,0,15,-60,60,2,0
32,0,7,0,0,6,-1,4,4,1
25,0,4,0,0,1,-1,4,5,1
20,0,4,0,0,0,-1,1,6,0
32,0,9,0,4,9,-1,1,7,0
49,0,1,0,0,0,0,1,2,0
22,0,3,0,0,1,-4,1,5,0
24,0,3,0,0,0,-1,1,4,0
29,0,8,0,0,5,-1,318,5,0
22,0,6,0,0,0,-1,12,5,0
34,3,10,0,0,8,-1,1431,7,0
26,0,5,0,0,3,-1,1,4,0
54,0,1,0,0,2,-1,8,1,0
59,0,1,0,0,1,-1,1,1,0
24,0,4,0,0,1,-1,5,6,1
64,0,7,0,0,20,-1,2,1,0
22,0,4,0,0,0,-7,6,5,0
30,0,6,0,0,3,0,1,3,1
27,0,5,0,0,0,0,0,3,0
20,0,4,0,2,0,-3,0,7,0
37,0,1,0,0,0,-1,1,1,0
25,0,2,0,0,2,0,1,3,0
32,0,2,0,0,0,-1,1,1,0
44,0,1,0,0,1,-3,1,1,0
41,0,4,0,0,8,-1,0,2,0
30,0,2,0,0,3,21,26,2,0
27,0,5,0,0,2,0,68,6,1
23,0,2,0,0,1,-45,2,3,0
34,0,3,0,0,2,0,2,2,0
33,0,4,0,0,3,-1,1,1,0
33,0,5,0,0,3,-42,139,3,0
33,0,1,0,0,0,-1,7,2,0
41,0,6,0,0,2,46,12,5,1
37,0,1,0,0,1,-1,1,1,0
28,0,5,0,0,9,-1,2,4,0
25,0,5,0,0,0,-1,1,5,1
30,0,4,0,0,1,-1,2,3,0
47,0,2,0,0,0,-2,1,1,0
37,0,5,0,0,5,-105,137,1,0
31,0,8,0,0,9,0,0,4,1
30,0,3,0,0,1,-43,0,2,0
60,0,9,0,0,10,-1,544,4,0
46,0,8,0,0,7,-1,19,3,0
62,0,1,0,0,3,-1,1,1,0
25,0,9,2,1,9,0,54,9,0
38,0,1,0,0,0,-1,1,1,0
29,0,10,0,0,5,-1,2,8,0
39,0,3,0,0,2,0,0,1,0
48,0,1,0,0,1,0,167,1,0
31,0,1,0,0,3,-1,1,1,1
50,0,1,0,0,0,-1,1,1,0
27,0,1,0,0,0,0,1,2,0
32,0,3,0,0,2,340,78,2,0
24,0,6,0,0,2,0,0,5,0
21,1,6,1,0,2,-32,22,8,0
41,0,2,0,0,0,0,0,1,0
38,0,3,0,0,1,-1,1,3,0
32,0,8,0,0,2,0,22,6,1
27,0,6,0,0,5,414,30,3,0
25,0,9,0,0,1,0,8,9,0
55,0,1,0,0,0,-1,30,2,1
28,1,10,0,0,7,-1,1,7,1
39,0,4,0,2,10,-1,1,3,1
35,0,4,0,0,1,-1,1,2,0
32,0,10,1,3,12,-1,1,6,1
69,0,1,0,0,0,-1,1,1,0
21,0,6,0,1,1,-21,1,8,0
41,0,1,0,0,1,0,2,1,0
21,0,5,0,0,0,-3,1,6,0
38,0,8,0,0,0,-1,5,6,0
31,0,8,0,0,10,185,0,4,0
35,0,2,0,0,2,0,34,3,1
34,0,6,0,0,5,-13,2,6,0
52,0,1,0,0,0,-1,1,1,0
21,0,8,0,0,0,-1,0,8,0
43,0,2,0,0,8,-1,1,2,0
32,0,2,0,0,0,-1,1,2,0
21,0,4,0,0,0,-1,1,5,0
65,0,1,0,0,1,-1,0,1,0
27,0,3,0,0,0,0,1,3,0
25,0,8,0,1,1,620,105,8,0
42,0,3,0,0,6,-1,0,1,0
63,0,3,0,0,6,-1,25,2,0
40,0,2,0,0,0,0,0,1,0
34,0,2,0,0,0,-1,1,3,0
27,0,2,0,0,1,-1,1,2,0
29,0,1,0,0,0,-1,1,1,0
50,0,1,0,0,0,-1,1,2,0
47,0,1,0,0,0,-1,1,1,0
44,0,4,0,0,2,-2,0,1,0
56,0,1,0,0,0,-2,1,1,0
23,0,3,0,0,0,-1,13,5,0
54,0,6,0,0,10,0,30,1,0
38,0,10,0,0,17,-1,180,8,0
25,0,2,0,0,0,0,1,3,1
31,0,2,0,0,4,-70,70,1,0
39,0,1,0,0,1,-42,6,1,0
56,0,2,0,0,6,-1,8,1,0
39,0,1,0,0,1,-29,29,1,0
29,0,1,0,0,0,0,1,2,0
26,0,5,0,0,0,-2,1,3,0
51,1,10,0,0,10,173,65,6,0
58,0,1,0,0,0,-1,1,1,0
21,0,5,0,0,0,-1,42,7,1
21,0,5,0,0,0,-1,47,8,0
23,0,7,0,0,0,-1,153,8,0
46,0,4,0,0,3,-1,2,3,0
35,0,7,0,0,5,0,1394,5,0
34,0,7,0,0,12,-63,62,6,0
30,0,3,0,0,0,0,0,2,0
47,0,1,0,0,1,-1,1,1,0
30,0,4,0,0,4,-25,7,2,0
47,0,1,0,0,1,-23,25,1,0
50,0,2,0,0,11,-31,90,1,1
24,0,3,0,2,1,-1,1,4,0
45,0,1,0,0,3,-1,1,1,0
39,0,2,0,0,3,0,0,1,0
40,0,3,0,0,1,-1,7,1,0
24,0,10,0,0,0,-1,1,6,0
23,0,7,0,1,1,-1,1,4,0
61,0,1,0,0,0,0,0,1,0
23,0,6,0,0,2,-20,8,7,0
40,1,8,0,0,15,-1,55,6,0
44,0,2,0,0,0,-1,4,2,0
22,0,9,1,0,3,-2,1,6,0
57,0,8,0,0,2,-1,176,4,0
